zf_gene_id;zf11_gene;mouse_gene;zf10_gene
ENSDARG00000092889;zgc:194246;Syce3;ENSDARG00000092889
ENSDARG00000021369;mc3r;Mc3r;mc3r
ENSDARG00000010700;il17d;Il17d;il17d
ENSDARG00000093498;macir;Macir;zgc:194281
ENSDARG00000077783;srms;Srms;SRMS
ENSDARG00000076017;tmem69;Tmem69;tmem69
ENSDARG00000076393;tmem65;Tmem65;tmem65
ENSDARG00000061432;b3galt10.1;B3galt5;zgc:194330
ENSDARG00000078859;g0s2;G0s2;g0s2
ENSDARG00000055856;tor1l1;Tor1b;tor1l1
ENSDARG00000052642;shisa9b;Shisa9;shisa9b
ENSDARG00000076831;iqck;Iqck;iqck
ENSDARG00000015240;cdkl5;Cdkl5;cdkl5
ENSDARG00000077385;rgs19;Rgs19;rgs19
ENSDARG00000031876;pard6ga;Pard6g;pard6ga
ENSDARG00000058553;sprb;Spr;sprb
ENSDARG00000045932;cpeb1a;Cpeb1;cpeb1a
ENSDARG00000030641;letmd1;Letmd1;letmd1
ENSDARG00000068638;lpar5b;Lpar5;lpar5b
ENSDARG00000079486;fam20a;Fam20a;fam20a
ENSDARG00000086310;cabcoco1;Cabcoco1;zgc:194508
ENSDARG00000078147;il10;Il10;il10
ENSDARG00000069669;adra2c;Adra2c;adra2c
ENSDARG00000045856;fgf6b;Fgf6;fgf6b
ENSDARG00000075533;zbtb24;Zbtb24;zbtb24
ENSDARG00000005374;tubgcp4;Tubgcp4;tubgcp4
ENSDARG00000059557;xylt2;Xylt2;xylt2
ENSDARG00000069030;skor1a;Skor1;skor1a
ENSDARG00000079847;epn1b;Epn1;zgc:194578
ENSDARG00000076379;nsmce2;Nsmce2;nsmce2
ENSDARG00000063242;ttc13;Ttc13;ttc13
ENSDARG00000020204;nf2a;Nf2;nf2a
ENSDARG00000104654;leap2;Leap2;leap2
ENSDARG00000070486;rbp7b;Rbp7;rbp7b
ENSDARG00000004577;tmem178ba;Tmem178b;ENSDARG00000004577
ENSDARG00000053987;htr1b;Htr1b;htr1b
ENSDARG00000071007;pcgf5a;Pcgf5;pcgf5a
ENSDARG00000007490;adrb1;Adrb1;adrb1
ENSDARG00000015134;camkk1b;Camkk1;camkk1b
ENSDARG00000101776;syt12;Syt12;syt12
ENSDARG00000078094;lmf2a;Lmf2;lmf2a
ENSDARG00000070394;uroc1;Uroc1;uroc1
ENSDARG00000009626;nrbp2b;Nrbp2;nrbp2b
ENSDARG00000032933;dtx2;Dtx2;dtx2
ENSDARG00000006891;kcns3a;Kcns3;kcns3a
ENSDARG00000052919;adrb3b;Adrb3;adrb3b
ENSDARG00000027153;gabrr3a;Gabrr3;gabrr3a
ENSDARG00000099928;chrm5a;Chrm5;chrm5a
ENSDARG00000088844;deaf1;Deaf1;deaf1
ENSDARG00000073699;col9a1a;Col9a1;col9a1a
ENSDARG00000103164;upk2;Upk2;zgc:194948
ENSDARG00000010958;glmnb;Glmn;glmnb
ENSDARG00000078850;plekhm2;Plekhm2;plekhm2
ENSDARG00000052057;pcolceb;Pcolce;pcolceb
ENSDARG00000077399;ubash3bb;Ubash3b;ubash3bb
ENSDARG00000062518;ulk1a;Ulk1;ulk1a
ENSDARG00000008485;lrp3;Lrp3;lrp3
ENSDARG00000102960;vps54;Vps54;vps54
ENSDARG00000102983;emc7a;Emc7;zgc:195050
ENSDARG00000055463;lrit3a;Lrit3;lrit3a
ENSDARG00000054878;six2b;Six2;six2b
ENSDARG00000073985;pctp;Pctp;pctp
ENSDARG00000100322;fut10;Fut10;fut10
ENSDARG00000074379;knstrn;Knstrn;knstrn
ENSDARG00000053805;trub1;Trub1;trub1
ENSDARG00000038700;gpr160;Gpr160;gpr160
ENSDARG00000069311;il15ra;Il15ra;zgc:195175
ENSDARG00000054805;btr09;Trim10;btr09
ENSDARG00000074906;znf831;Zfp831;znf831
ENSDARG00000078527;lingo4b;Lingo4;lingo4b
ENSDARG00000009941;erc1a;Erc1;erc1a
ENSDARG00000018206;nck2a;Nck2;nck2a
ENSDARG00000026801;stau2;Stau2;stau2
ENSDARG00000015222;cbll1;Cbll1;cbll1
ENSDARG00000098918;mcoln2;Mcoln2;mcoln2
ENSDARG00000007901;crnkl1;Crnkl1;crnkl1
ENSDARG00000103537;ttll12;Ttll12;ttll12
ENSDARG00000056559;ccz1;Ccz1;ccz1
ENSDARG00000031044;lipg;Lipg;lipg
ENSDARG00000011921;txnl1;Txnl1;txnl1
ENSDARG00000020986;ctu1;Ctu1;ctu1
ENSDARG00000018263;pdia2;Pdia2;pdia2
ENSDARG00000045680;tnpo3;Tnpo3;tnpo3
ENSDARG00000044688;dusp4;Dusp4;dusp4
ENSDARG00000001777;nup155;Nup155;nup155
ENSDARG00000069708;cdc34a;Cdc34;cdc34a
ENSDARG00000043972;ppp2r3c;Ppp2r3c;ppp2r3c
ENSDARG00000003827;snapc1b;Snapc1;snapc1b
ENSDARG00000008238;manba;Manba;manba
ENSDARG00000027500;oxsr1b;Oxsr1;oxsr1b
ENSDARG00000018681;saal1;Saal1;saal1
ENSDARG00000044038;zbtb2a;Zbtb2;zbtb2a
ENSDARG00000011175;atp6v1d;Atp6v1d;atp6v1d
ENSDARG00000007823;atf3;Atf3;atf3
ENSDARG00000069833;rhbdl2;Rhbdl2;rhbdl2
ENSDARG00000038308;ykt6;Ykt6;ykt6
ENSDARG00000018319;arglu1b;Arglu1;arglu1b
ENSDARG00000027938;rad18;Rad18;rad18
ENSDARG00000042087;dmap1;Dmap1;dmap1
ENSDARG00000005619;nek2;Nek2;nek2
ENSDARG00000104177;cpne3;Cpne3;cpne3
ENSDARG00000038432;actr10;Actr10;actr10
ENSDARG00000098433;utp6;Utp6;utp6
ENSDARG00000004470;prkcsh;Prkcsh;prkcsh
ENSDARG00000089861;usp44;Usp44;usp44
ENSDARG00000007764;klhdc10;Klhdc10;klhdc10
ENSDARG00000005993;prc1b;Prc1;prc1b
ENSDARG00000022690;chic2;Chic2;chic2
ENSDARG00000025386;lsm14b;Lsm14b;lsm14b
ENSDARG00000037708;exosc10;Exosc10;exosc10
ENSDARG00000008239;mocs3;Mocs3;mocs3
ENSDARG00000012215;umps;Umps;umps
ENSDARG00000104396;trim25;Trim25;trim25
ENSDARG00000045482;stk38l;Stk38l;stk38l
ENSDARG00000018738;zw10;Zw10;zw10
ENSDARG00000007485;epc2;Epc2;epc2
ENSDARG00000045814;samm50;Samm50;samm50
ENSDARG00000025094;edem1;Edem1;edem1
ENSDARG00000003189;psmd1;Psmd1;psmd1
ENSDARG00000045411;acad11;Acad11;acad11
ENSDARG00000031346;rbm17;Rbm17;rbm17
ENSDARG00000098367;srp54;Srp54a;srp54
ENSDARG00000043797;cdc5l;Cdc5l;cdc5l
ENSDARG00000054208;phkg2;Phkg2;phkg2
ENSDARG00000044597;ncbp3;Ncbp3;ncbp3
ENSDARG00000042658;acad8;Acad8;acad8
ENSDARG00000041376;rmi1;Rmi1;rmi1
ENSDARG00000043484;ube2d2;Ube2d2a;ube2d2
ENSDARG00000008472;apex2;Apex2;apex2
ENSDARG00000037514;hdac3;Hdac3;hdac3
ENSDARG00000029353;serpine2;Serpine2;serpine2
ENSDARG00000057626;josd2;Josd2;josd2
ENSDARG00000104242;dcp2;Dcp2;dcp2
ENSDARG00000022599;dnpep;Dnpep;dnpep
ENSDARG00000102587;mios;Mios;mios
ENSDARG00000007614;wwox;Wwox;wwox
ENSDARG00000008022;kif18a;Kif18b;kif18a
ENSDARG00000052279;osgn1;Osgin1;osgn1
ENSDARG00000024209;wasf2;Wasf2;wasf2
ENSDARG00000044484;cdc23;Cdc23;cdc23
ENSDARG00000021033;herpud2;Herpud2;herpud2
ENSDARG00000058044;rab1ba;Rab1b;rab1ba
ENSDARG00000053404;ppp2cab;Ppp2ca;ENSDARG00000053404
ENSDARG00000102634;parn;Parn;parn
ENSDARG00000055108;gde1;Gde1;gde1
ENSDARG00000012874;snap23.1;Snap23;snap23.1
ENSDARG00000021141;plekhf2;Plekhf2;plekhf2
ENSDARG00000042147;rbbp5;Rbbp5;rbbp5
ENSDARG00000040072;scpep1;Scpep1;scpep1
ENSDARG00000015471;chd1l;Chd1l;chd1l
ENSDARG00000104959;dnajc17;Dnajc17;dnajc17
ENSDARG00000036005;pitpnb;Pitpnb;pitpnb
ENSDARG00000021107;sf3a2;Sf3a2;sf3a2
ENSDARG00000104837;nudc;Nudc;nudc
ENSDARG00000006456;pdgfrl;Pdgfrl;pdgfrl
ENSDARG00000012468;aacs;Aacs;aacs
ENSDARG00000016255;chmp4ba;Chmp4b;chmp4ba
ENSDARG00000040455;unc50;Unc50;unc50
ENSDARG00000027600;pdlim5b;Pdlim5;pdlim5b
ENSDARG00000103470;polm;Polm;polm
ENSDARG00000042854;ephx1;Ephx1;ephx1
ENSDARG00000012946;syap1;Syap1;syap1
ENSDARG00000044766;mitd1;Mitd1;mitd1
ENSDARG00000023815;uvrag;Uvrag;uvrag
ENSDARG00000027357;cd2bp2;Cd2bp2;cd2bp2
ENSDARG00000070085;mettl6;Mettl6;mettl6
ENSDARG00000087962;rpap3;Rpap3;rpap3
ENSDARG00000035149;pex12;Pex12;pex12
ENSDARG00000039880;arpp19b;Arpp19;arpp19b
ENSDARG00000021859;erap1b;Erap1;erap1b
ENSDARG00000056984;rad9a;Rad9a;rad9a
ENSDARG00000069271;kbtbd4;Kbtbd4;kbtbd4
ENSDARG00000012295;bcs1l;Bcs1l;bcs1l
ENSDARG00000008784;prpf4ba;Prpf4b;prpf4ba
ENSDARG00000002949;ppp6c;Ppp6c;ppp6c
ENSDARG00000058746;ubap1;Ubap1;ubap1
ENSDARG00000040033;trmt11;Trmt11;trmt11
ENSDARG00000025972;mcts1;Mcts2;mcts1
ENSDARG00000021220;hmgcl;Hmgcl;hmgcl
ENSDARG00000025332;rbm28;Rbm28;rbm28
ENSDARG00000028523;inip;Inip;inip
ENSDARG00000016754;tbca;Tbca;tbca
ENSDARG00000013302;gpx8;Gpx8;gpx8
ENSDARG00000002754;pdcd2l;Pdcd2l;pdcd2l
ENSDARG00000018623;rad54l;Rad54l;rad54l
ENSDARG00000012572;polr3f;Polr3f;polr3f
ENSDARG00000102705;otud6b;Otud6b;otud6b
ENSDARG00000037099;irs2a;Irs2;irs2a
ENSDARG00000018891;rnaseh2a;Rnaseh2a;rnaseh2a
ENSDARG00000013973;pex3;Pex3;pex3
ENSDARG00000026072;pdcd5;Pdcd5;pdcd5
ENSDARG00000070654;pex5;Pex5;pex5
ENSDARG00000024846;cops8;Cops8;cops8
ENSDARG00000099274;atxn3;Atxn3;atxn3
ENSDARG00000012927;tcea2;Tcea2;tcea2
ENSDARG00000090219;wdr45;Wdr45;wdr45
ENSDARG00000057562;polr3c;Polr3c;polr3c
ENSDARG00000018061;neil1;Neil1;neil1
ENSDARG00000058102;sardh;Sardh;sardh
ENSDARG00000016239;psmd13;Psmd13;psmd13
ENSDARG00000030278;idh3a;Idh3a;idh3a
ENSDARG00000043301;gtf3c6;Gtf3c6;gtf3c6
ENSDARG00000037968;fus;Fus;fus
ENSDARG00000026149;slc46a1;Slc46a1;slc46a1
ENSDARG00000037652;ints15;Ints15;zgc:56409
ENSDARG00000044405;ttc4;Ttc4;ttc4
ENSDARG00000070122;stk11ip;Stk11ip;stk11ip
ENSDARG00000045248;h3f3d;H3f3b;h3f3d
ENSDARG00000023958;rnf181;Rnf181;rnf181
ENSDARG00000021383;naalad2;Naalad2;naalad2
ENSDARG00000058047;pafah1b3;Pafah1b3;pafah1b3
ENSDARG00000004037;cog2;Cog2;cog2
ENSDARG00000007196;rae1;Rae1;rae1
ENSDARG00000040527;siae;Siae;siae
ENSDARG00000029500;rpl34;Rpl34;rpl34
ENSDARG00000038027;nol12;Nol12;nol12
ENSDARG00000042894;tyms;Tyms;tyms
ENSDARG00000007531;zcchc9;Zcchc9;zcchc9
ENSDARG00000018106;eif2b3;Eif2b3;eif2b3
ENSDARG00000044942;mrpl45;Mrpl45;mrpl45
ENSDARG00000103025;hmgcs1;Hmgcs1;hmgcs1
ENSDARG00000102612;slc15a4;Slc15a4;slc15a4
ENSDARG00000015921;pwp1;Pwp1;pwp1
ENSDARG00000037172;ddrgk1;Ddrgk1;ddrgk1
ENSDARG00000040559;rad1;Rad1;rad1
ENSDARG00000030775;sybl1;Vamp7;sybl1
ENSDARG00000013082;uap1l1;Uap1l1;uap1l1
ENSDARG00000007279;yipf5;Yipf5;yipf5
ENSDARG00000025858;golm1;Golm1;zgc:56525
ENSDARG00000068415;ptgesl;Ptges2;ptgesl
ENSDARG00000068886;mrpl14;Mrpl14;mrpl14
ENSDARG00000002002;lmcd1;Lmcd1;lmcd1
ENSDARG00000013795;hps4;Hps4;hps4
ENSDARG00000025073;rpl18a;Rpl18a;rpl18a
ENSDARG00000041689;usf1;Usf1;usf1
ENSDARG00000026926;rom1b;Rom1;rom1b
ENSDARG00000018241;mfap1;Mfap1a;mfap1
ENSDARG00000104901;ostc;Ostc;ostc
ENSDARG00000033852;mad1l1;Mad1l1;mad1l1
ENSDARG00000087229;exoc7;Exoc7;exoc7
ENSDARG00000009253;rtraf;Rtraf;RTRAF
ENSDARG00000039827;bbs5;Bbs5;bbs5
ENSDARG00000005128;rnaseh2b;Rnaseh2b;rnaseh2b
ENSDARG00000016375;asns;Asns;asns
ENSDARG00000040021;ebag9;Ebag9;ebag9
ENSDARG00000052334;ociad1;Ociad1;ociad1
ENSDARG00000025850;rps21;Rps21;rps21
ENSDARG00000042851;srp9;Srp9;srp9
ENSDARG00000029445;eif1b;Eif1;EIF1B
ENSDARG00000007405;strap;Strap;strap
ENSDARG00000033175;snrpe;Snrpe;snrpe
ENSDARG00000013224;phc2b;Phc2;phc2b
ENSDARG00000023950;znhit3;Znhit3;znhit3
ENSDARG00000003449;pde10a;Pde10a;pde10a
ENSDARG00000027803;sbds;Sbds;sbds
ENSDARG00000043727;cwc27;Cwc27;cwc27
ENSDARG00000056803;ap1s1;Ap1s1;ap1s1
ENSDARG00000002298;ankrd22;Ankrd22;ankrd22
ENSDARG00000038028;ndufa6;Ndufa6;ndufa6
ENSDARG00000019311;fbxo30b;Fbxo30;fbxo30b
ENSDARG00000009430;tmem30c;Tmem30c;tmem30c
ENSDARG00000003250;pik3cd;Pik3cd;pik3cd
ENSDARG00000032435;itga9;Itga9;itga9
ENSDARG00000045071;chad;Chad;chad
ENSDARG00000030326;efna1a;Efna1;efna1a
ENSDARG00000101894;stk10;Stk10;stk10
ENSDARG00000007092;xab2;Xab2;xab2
ENSDARG00000101986;irf6;Irf6;irf6
ENSDARG00000006112;myof;Myof;myof
ENSDARG00000103135;stoml2;Stoml2;stoml2
ENSDARG00000006477;ddi2;Ddi1;ddi2
ENSDARG00000100013;dhx38;Dhx38;dhx38
ENSDARG00000007818;palm1b;Palm;palm1b
ENSDARG00000039270;vti1b;Vti1b;vti1b
ENSDARG00000036040;atg13;Atg13;atg13
ENSDARG00000026017;xpnpep2;Xpnpep2;xpnpep2
ENSDARG00000033361;asl;Asl;asl
ENSDARG00000056862;cep63;Cep63;cep63
ENSDARG00000005823;slc39a10;Slc39a10;slc39a10
ENSDARG00000033489;ube2j1;Ube2j1;ube2j1
ENSDARG00000038005;med25;Ptov1;med25
ENSDARG00000038780;ubtfl;Ubtf;ubtfl
ENSDARG00000007496;ufl1;Ufl1;ufl1
ENSDARG00000007639;cnot4b;Cnot4;cnot4b
ENSDARG00000087262;adh5l;Adh7;zgc:63568
ENSDARG00000039843;znf800b;Zfp800;znf800b
ENSDARG00000044327;tmem185;Tmem185a;tmem185
ENSDARG00000017311;gpsm2;Gpsm2;gpsm2
ENSDARG00000043982;tube1;Tube1;tube1
ENSDARG00000096620;tube1;Tube1;tube1
ENSDARG00000035558;gps2;Gps2;gps2
ENSDARG00000055575;pcolce2b;Pcolce2;pcolce2b
ENSDARG00000038207;aldh4a1;Aldh4a1;aldh4a1
ENSDARG00000008133;foxl1;Foxl1;foxl1
ENSDARG00000003320;fam91a1;Fam91a1;fam91a1
ENSDARG00000016775;aqr;Aqr;aqr
ENSDARG00000036212;tbc1d5;Tbc1d5;tbc1d5
ENSDARG00000016280;eif1ad;Eif1ad;eif1ad
ENSDARG00000002701;rasl12;Rasl12;rasl12
ENSDARG00000102272;coro6;Coro6;coro6
ENSDARG00000038114;xpa;Xpa;xpa
ENSDARG00000013317;pygmb;Pygm;pygmb
ENSDARG00000035188;rab14l;Rab14;rab14l
ENSDARG00000035978;ube3c;Ube3c;ube3c
ENSDARG00000027986;slc35d1b;Slc35d1;slc35d1b
ENSDARG00000105011;pigb;Pigb;pigb
ENSDARG00000002406;zmynd10;Zmynd10;zmynd10
ENSDARG00000088929;ypel5;Ypel5;ypel5
ENSDARG00000013058;ascc2;Ascc2;ascc2
ENSDARG00000039265;arhgap4a;Arhgap4;arhgap4a
ENSDARG00000039770;dync2li1;Dync2li1;dync2li1
ENSDARG00000053405;sord;Sord;sord
ENSDARG00000027129;tmem218;Tmem218;tmem218
ENSDARG00000052164;znf507;Zfp507;znf507
ENSDARG00000028581;jkamp;Jkamp;jkamp
ENSDARG00000069175;vps4b;Vps4b;vps4b
ENSDARG00000007892;pdcd2;Pdcd2;pdcd2
ENSDARG00000008979;golga1;Golga1;golga1
ENSDARG00000027992;hao2;Hao2;hao2
ENSDARG00000020085;slc33a1;Slc33a1;slc33a1
ENSDARG00000022763;hpcal1;Hpcal1;hpcal1
ENSDARG00000016875;gys1;Gys1;gys1
ENSDARG00000032277;rars2;Rars2;rars2
ENSDARG00000013561;pgm1;Pgm1;pgm1
ENSDARG00000012247;def6a;Def6;def6a
ENSDARG00000027403;zgpat;Zgpat;zgpat
ENSDARG00000104285;armh3;Armh3;zgc:63733
ENSDARG00000007449;slc25a39;Slc25a39;slc25a39
ENSDARG00000056601;plekha3;Plekha3;plekha3
ENSDARG00000044357;tbc1d23;Tbc1d23;tbc1d23
ENSDARG00000103453;zfpl1;Zfpl1;zfpl1
ENSDARG00000012141;papolg;Papolg;papolg
ENSDARG00000090764;bcas3;Bcas3;bcas3
ENSDARG00000099528;dus3l;Dus3l;dus3l
ENSDARG00000071017;nt5e;Nt5e;nt5e
ENSDARG00000013842;tbc1d19;Tbc1d19;tbc1d19
ENSDARG00000086737;tmem68;Tmem68;tmem68
ENSDARG00000012840;alg9;Alg9;alg9
ENSDARG00000022430;ppp1r8b;Ppp1r8;ppp1r8b
ENSDARG00000074431;ddb1;Ddb1;ddb1
ENSDARG00000030166;hyi;Hyi;hyi
ENSDARG00000098834;sox4b;Sox4;sox4b
ENSDARG00000041237;med18;Med18;med18
ENSDARG00000028957;maff;Maff;maff
ENSDARG00000025187;six6a;Six6;six6a
ENSDARG00000001057;bysl;Bysl;bysl
ENSDARG00000102435;plekhf1;Plekhf1;plekhf1
ENSDARG00000024940;rnf144b;Rnf144b;rnf144b
ENSDARG00000102226;gpr19;Gpr19;gpr19
ENSDARG00000006712;wipf2b;Wipf2;wipf2b
ENSDARG00000009743;efhc1;Efhc1;efhc1
ENSDARG00000015989;zdhhc16b;Zdhhc16;zdhhc16b
ENSDARG00000059247;tmem54a;Tmem54;tmem54a
ENSDARG00000005220;pdcd6;Pdcd6;pdcd6
ENSDARG00000088709;tnfaip8l3;Tnfaip8l3;tnfaip8l3
ENSDARG00000035699;srp19;Srp19;srp19
ENSDARG00000031366;rtn4ip1;Rtn4ip1;rtn4ip1
ENSDARG00000016505;apbb1ip;Apbb1ip;apbb1ip
ENSDARG00000005382;prdm9;Prdm9;prdm9
ENSDARG00000033871;derl3;Derl3;derl3
ENSDARG00000024669;oser1;Oser1;oser1
ENSDARG00000090778;ttll1;Ttll1;ttll1
ENSDARG00000020101;psmc2;Psmc2;psmc2
ENSDARG00000101936;tmem106ba;Tmem106b;tmem106ba
ENSDARG00000023287;hsd17b3;Hsd17b3;hsd17b3
ENSDARG00000042458;rfc4;Rfc4;rfc4
ENSDARG00000100531;abhd14b;Abhd14b;abhd14b
ENSDARG00000005004;slc5a12;Slc5a12;slc5a12
ENSDARG00000024828;tmem134;Tmem134;tmem134
ENSDARG00000001782;prkacba;Prkacb;prkacba
ENSDARG00000058593;sri;Sri;sri
ENSDARG00000096578;cul4a;Cul4a;cul4a
ENSDARG00000103173;stx8;Stx8;stx8
ENSDARG00000038865;acox3;Acox3;acox3
ENSDARG00000013926;slc16a9a;Slc16a9;slc16a9a
ENSDARG00000039069;slx4ip;Slx4ip;slx4ip
ENSDARG00000069774;flot2b;Flot2;flot2b
ENSDARG00000004874;spata6l;Spata6l;spata6l
ENSDARG00000036588;mhc1zba;H2-M10.6;mhc1zba
ENSDARG00000026454;mis12;Mis12;mis12
ENSDARG00000043260;xylb;Xylb;xylb
ENSDARG00000058302;sh3bgrl;Sh3bgrl;sh3bgrl
ENSDARG00000020397;snx15;Snx15;snx15
ENSDARG00000100519;spop;Tdpoz9-ps1;spop
ENSDARG00000052703;cisd2;Cisd2;cisd2
ENSDARG00000102080;mif4gda;Mif4gd;mif4gda
ENSDARG00000067656;kcmf1;Kcmf1;kcmf1
ENSDARG00000099453;elof1;Elof1;elof1
ENSDARG00000040912;kdelr3;Kdelr3;kdelr3
ENSDARG00000021753;ccdc25;Ccdc25;ccdc25
ENSDARG00000007863;tra2a;Tra2a;tra2a
ENSDARG00000040152;nek4;Nek4;nek4
ENSDARG00000024277;pigm;Pigm;pigm
ENSDARG00000102888;gpr39;Gpr39;gpr39
ENSDARG00000035005;bag2;Bag2;bag2
ENSDARG00000099155;tpst2;Tpst2;tpst2
ENSDARG00000101636;prorsd1;Prorsd1;zgc:64201
ENSDARG00000040657;wipi1;Wipi1;wipi1
ENSDARG00000102591;btr30;Trim10;btr30
ENSDARG00000007180;slc30a4;Slc30a4;slc30a4
ENSDARG00000103929;ildr1a;Ildr1;ildr1a
ENSDARG00000098507;lyar;Lyar;lyar
ENSDARG00000086411;srsf10b;Srsf10;srsf10b
ENSDARG00000104069;rnf170;Rnf170;rnf170
ENSDARG00000008502;pno1;Pno1;pno1
ENSDARG00000013475;cct4;Cct4;cct4
ENSDARG00000031952;mb;Mb;mb
ENSDARG00000024717;selenbp1;Selenbp1;selenbp1
ENSDARG00000102141;ptpn12;Ptpn12;ptpn12
ENSDARG00000087401;slc25a34;Slc25a34;ENSDARG00000087401
ENSDARG00000018124;psmd3;Psmd3;psmd3
ENSDARG00000001785;irx2a;Irx2;irx2a
ENSDARG00000071492;fbxo45;Fbxo45;fbxo45
ENSDARG00000008861;tfap2e;Tfap2e;tfap2e
ENSDARG00000075713;shox2;Shox2;shox2
ENSDARG00000030078;glipr1b;Glipr1;glipr1b
ENSDARG00000104768;akap17a;Akap17b;akap17a
ENSDARG00000006859;nkain1;Nkain1;nkain1
ENSDARG00000019274;rasd1;Rasd2;rasd1
ENSDARG00000034897;rps10;Rps10;rps10
ENSDARG00000101169;grap2b;Grap2;grap2b
ENSDARG00000014430;rabgef1;Rabgef1;rabgef1
ENSDARG00000032601;macrod2;Macrod2;macrod2
ENSDARG00000003519;aprt;Aprt;aprt
ENSDARG00000004034;arhgdig;Arhgdib;arhgdig
ENSDARG00000012747;rer1;Rer1;rer1
ENSDARG00000039400;polr1c;Polr1c;polr1c
ENSDARG00000014348;stk17b;Stk17b;stk17b
ENSDARG00000037261;mtap;Mtap;mtap
ENSDARG00000104325;plek;Plek;plek
ENSDARG00000101443;relch;Relch;zgc:66014
ENSDARG00000034817;asah1b;Asah1;asah1b
ENSDARG00000036865;slc2a12;Slc2a12;slc2a12
ENSDARG00000012407;mgat1a;Mgat1;mgat1a
ENSDARG00000019526;agfg1b;Agfg1;agfg1b
ENSDARG00000103203;vps28;Vps28;vps28
ENSDARG00000022845;lias;Lias;lias
ENSDARG00000058799;mybpha;Mybph;mybpha
ENSDARG00000012892;ammecr1;Ammecr1;ammecr1
ENSDARG00000051756;pdhx;Pdhx;pdhx
ENSDARG00000054259;nat10;Nat10;nat10
ENSDARG00000071037;pex13;Pex13;pex13
ENSDARG00000005462;kif4;Kif4;kif4
ENSDARG00000011020;hnrnpa1a;Hnrnpa1;hnrnpa1a
ENSDARG00000009525;tial1;Tial1;tial1
ENSDARG00000098289;vstm2l;Vstm2l;vstm2l
ENSDARG00000035577;cds2;Cds2;cds2
ENSDARG00000007885;fancl;Fancl;fancl
ENSDARG00000052816;shmt1;Shmt1;shmt1
ENSDARG00000051902;prmt7;Prmt7;prmt7
ENSDARG00000095904;prpf31;Prpf31;prpf31
ENSDARG00000068400;znf131;Zfp131;znf131
ENSDARG00000002536;tm9sf4;Tm9sf4;tm9sf4
ENSDARG00000035184;tmem150ab;Tmem150a;tmem150ab
ENSDARG00000102970;tmem150ab;Tmem150a;TMEM150A
ENSDARG00000056649;htatsf1;Htatsf1;htatsf1
ENSDARG00000027182;rnf25;Rnf25;rnf25
ENSDARG00000104593;cyp2k18;Cyp2w1;cyp2k18
ENSDARG00000042659;thyn1;Thyn1;thyn1
ENSDARG00000054446;ccdc43;Ccdc43;ccdc43
ENSDARG00000037108;pfdn6;Pfdn6;pfdn6
ENSDARG00000042245;myl13;Myl3;myl13
ENSDARG00000103511;zfand2a;Zfand2a;zfand2a
ENSDARG00000009796;klc1a;Klc1;klc1a
ENSDARG00000025948;mlh1;Mlh1;mlh1
ENSDARG00000033171;trappc6bl;Trappc6a;trappc6bl
ENSDARG00000027140;nup160;Nup160;nup160
ENSDARG00000025383;arl2bp;Arl2bp;arl2bp
ENSDARG00000030357;amy2al1;Amy1;zgc:66313
ENSDARG00000002197;pygl;Pygl;pygl
ENSDARG00000029107;ube2d1a;Ube2d1;ube2d1a
ENSDARG00000032353;tiprl;Tiprl;tiprl
ENSDARG00000104945;sncb;Sncb;sncb
ENSDARG00000102736;sars2;Sars2;sars2
ENSDARG00000031098;timm50;Timm50;timm50
ENSDARG00000037177;zc3h13;Zc3h13;zc3h13
ENSDARG00000056628;tmem170a;Tmem170;tmem170a
ENSDARG00000017126;ilvbl;Ilvbl;ilvbl
ENSDARG00000043105;qtrt1;Qtrt1;qtrt1
ENSDARG00000029071;creld2;Creld2;creld2
ENSDARG00000069056;ranbp3b;Ranbp3;ranbp3b
ENSDARG00000042777;ndufa11;Ndufa11;ndufa11
ENSDARG00000011555;spag7;Spag7;spag7
ENSDARG00000025346;znf277;Zfp277;znf277
ENSDARG00000069485;spryd7b;Spryd7;spryd7b
ENSDARG00000045372;ngdn;Ngdn;ngdn
ENSDARG00000099235;hook2;Hook2;hook2
ENSDARG00000022007;spef1;Spef1;zgc:66426
ENSDARG00000099654;marveld3;Marveld3;CABZ01072765.1
ENSDARG00000003281;pik3ip1;Pik3ip1;pik3ip1
ENSDARG00000104186;fbxo43;Fbxo43;fbxo43
ENSDARG00000031164;tuba8l2;Tuba4a;tuba8l2
ENSDARG00000089681;btf3l4;Btf3l4;btf3l4
ENSDARG00000013750;eno1b;Eno1;eno1b
ENSDARG00000023852;lsm4;Lsm4;lsm4
ENSDARG00000002576;cabp5a;Cabp5;cabp5a
ENSDARG00000032997;rnf185;Rnf185;rnf185
ENSDARG00000015126;gorasp2;Gorasp2;gorasp2
ENSDARG00000102820;cib2;Cib2;cib2
ENSDARG00000013414;lin7a;Lin7a;lin7a
ENSDARG00000079128;becn1;Becn1;becn1
ENSDARG00000022768;gid8a;Gid8;gid8a
ENSDARG00000014867;rpl8;Rpl8;rpl8
ENSDARG00000025554;wdr83os;Wdr83os;wdr83os
ENSDARG00000057854;sap18;Sap18;sap18
ENSDARG00000005163;efr3a;Efr3a;efr3a
ENSDARG00000020798;necap1;Necap1;necap1
ENSDARG00000018397;hpca;Hpca;hpca
ENSDARG00000032126;scg5;Scg5;scg5
ENSDARG00000077045;scg5;Scg5;scg5
ENSDARG00000058041;ndufa8;Ndufa8;ndufa8
